Name,Cluster,Min Age,Rating Average,Users Rated,Complexity Average,Play Time,Min Players,Max Players,Custom Rating
cursed court,237,14,7.2,452,1.5,60,2,6,3254.4
barbarossa,61,12,6.33,1410,1.54,60,3,4,8925.3
penguin party,182,6,6.45,1053,1.14,15,2,6,6791.85
saga,793,0,7.98,309,2.39,150,2,4,2465.82
family business,650,8,6.08,3978,1.32,30,2,6,24186.24
penny press,167,13,6.54,899,2.2,60,2,5,5879.46
seven dragons,35,6,6.28,1717,1.32,30,2,5,10782.76
struggle for catan,182,10,6.16,2404,1.67,30,2,4,14808.640000000001
star trek deck building game: the next generation,198,13,6.48,1156,2.48,90,2,5,7490.88
dungeons & dragons miniatures,611,12,6.54,1062,2.57,60,2,2,6945.4800000000005
moongha invaders: mad scientists and atomic monsters attack the earth!,54,13,6.69,730,2.65,120,3,4,4883.700000000001
the red dragon inn: battle for greyport,496,12,7.16,537,2.78,100,2,5,3844.92
the mind extreme,445,8,7.12,482,1.33,20,2,4,3431.84
city of gears,367,8,6.69,777,2.65,60,2,4,5198.13
axis empires: totaler krieg!,801,12,8.33,256,4.33,3600,1,3,2132.48
kings of israel,133,14,7.32,426,2.39,45,2,4,3118.32
nightfall: the coldest war,505,12,7.27,412,2.78,45,2,5,2995.24
axis & allies: battle of the bulge,156,12,6.75,787,2.65,180,2,2,5312.25
pay dirt,592,13,6.76,675,2.57,90,2,5,4563.0
dinosaur tea party,782,7,6.68,769,1.08,30,3,5,5136.92
bumúntú,159,8,7.02,519,1.73,40,2,5,3643.3799999999997
last aurora,467,14,7.68,393,2.78,90,1,4,3018.24
merchants,408,12,6.58,830,1.73,30,2,4,5461.4
battlecon: trials of indines,964,8,8.32,264,3.5,45,2,2,2196.48
fresh fish,167,12,6.88,566,2.29,45,2,5,3894.08
the faceless,445,14,6.82,786,2.31,45,2,4,5360.52
burma: the campaign in northern burma,72,12,7.86,317,4.02,120,2,2,2491.62
cubist,520,7,6.78,638,1.92,45,2,4,4325.64
donning the purple,774,14,7.27,444,3.05,90,1,3,3227.8799999999997
fast forward: fortress,121,10,6.33,1275,1.32,15,2,4,8070.75
america,626,13,6.83,609,1.11,45,2,6,4159.47
monopoly gamer,638,8,6.41,1566,1.19,60,2,4,10038.06
counterfeiters,332,13,6.97,544,2.0,35,2,4,3791.68
unlock!: exotic adventures - expedition: challenger,93,10,6.92,554,2.63,60,1,6,3833.68
team3 pink,52,14,7.06,504,1.0,30,3,6,3558.24
10 minute heist: the wizard's tower,87,14,6.48,999,1.18,10,2,5,6473.52
star munchkin,389,10,6.12,4647,1.74,90,3,6,28439.64
rory's story cubes: voyages,464,8,6.57,871,1.03,20,1,12,5722.47
stonewall jackson's way,115,12,7.57,363,3.37,180,1,2,2747.9100000000003
the game of 49,374,10,6.41,1113,1.65,45,2,5,7134.33
volldampf,234,12,6.85,583,2.89,90,2,6,3993.5499999999997
jerusalem,592,12,6.72,753,2.91,90,2,4,5060.16
laser chess,45,8,6.73,734,2.68,30,2,2,4939.820000000001
unlock!: exotic adventures - night of the boogeymen,93,10,6.87,564,2.0,60,1,6,3874.68
dc comics dice masters: world's finest,174,14,7.45,372,2.33,60,2,2,2771.4
concept kids: animals,557,4,7.11,471,1.3,20,2,12,3348.81
call of cthulhu: collectible card game,649,12,6.86,676,2.55,30,2,2,4637.360000000001
blackbeard,525,12,6.35,1407,3.2,240,1,4,8934.449999999999
b-17 flying fortress leader,619,12,8.15,325,3.29,120,1,1,2648.75
gonzaga,521,8,6.59,831,2.47,60,2,4,5476.29
"thirty years war: europe in agony, 1618-1648",553,14,6.88,643,3.13,360,2,2,4423.84
lectio,452,8,6.84,606,1.94,20,3,5,4145.04
drakon (fourth edition),431,14,6.57,919,1.48,60,2,6,6037.83
nottingham,817,10,6.26,1474,1.6,30,3,7,9227.24
marrying mr. darcy,385,13,6.41,1273,1.38,60,2,6,8159.93
kaosball: the fantasy sport of total domination,768,14,6.67,741,2.53,60,2,4,4942.47
world at war: blood and bridges,72,0,7.61,376,2.75,90,2,2,2861.36
thunder road,723,10,6.65,778,1.37,45,2,4,5173.700000000001
auf achse,444,8,6.24,1639,1.96,60,2,6,10227.36
pax britannica: the colonial era 1880 to the great war,921,12,6.74,752,3.85,300,4,7,5068.4800000000005
tomb,830,12,6.32,1362,2.63,60,2,6,8607.84
axis & allies:  guadalcanal,156,10,6.9,658,2.58,120,2,2,4540.2
realm of sand,963,10,6.91,618,2.0,60,1,4,4270.38
cadwallon: city of thieves,601,10,6.29,1659,2.32,45,2,4,10435.11
spheres of influence: struggle for global supremacy,501,14,7.88,376,2.38,90,2,8,2962.88
korea: the forgotten war,379,16,8.08,293,4.25,360,2,2,2367.44
"goblins, inc.",685,13,6.42,1057,2.36,60,2,4,6785.94
legendary inventors,638,10,6.39,1180,1.97,40,2,5,7540.2
light speed,626,10,6.35,1203,1.16,10,2,5,7639.049999999999
godspeed,234,10,7.32,419,2.65,90,2,5,3067.08
ultimate werewolf: inquisition,161,8,6.55,877,1.68,60,3,12,5744.349999999999
war at sea (second edition),156,12,6.5,976,1.94,120,2,2,6344.0
fist of dragonstones,770,8,6.16,2116,1.86,45,3,6,13034.56
high treason: the trial of louis riel,667,13,7.32,395,2.75,45,2,2,2891.4
formula dé mini,444,8,6.52,894,1.74,60,2,6,5828.879999999999
the mighty endeavor,267,12,7.38,393,2.85,360,1,2,2900.34
tudor,871,12,6.93,557,2.91,120,2,4,3860.0099999999998
mythos,186,10,6.64,811,2.53,45,1,10,5385.04
sheep & thief,89,10,6.64,728,1.66,30,2,4,4833.92
carrier: the southwest pacific campaign - 1942-1943,525,12,7.4,394,4.03,360,1,1,2915.6000000000004
sequence,374,7,6.02,7513,1.34,30,2,12,45228.259999999995
battle above the clouds,13,0,8.14,266,3.76,180,2,2,2165.2400000000002
mutant meeples,665,8,6.63,774,2.46,45,2,7,5131.62
space race: the card game,360,13,6.94,596,3.0,60,1,4,4136.24
zona: the secret of chernobyl,241,18,7.47,464,2.81,180,1,4,3466.08
legendary: a james bond deck building game,450,14,7.86,304,2.11,45,1,5,2389.44
stalingrad pocket: the wehrmacht's greatest disaster - 2nd edition,701,15,7.33,420,2.66,900,2,2,3078.6
munchkin apocalypse,704,10,6.46,1348,2.07,90,3,6,8708.08
weykick,123,3,6.94,501,1.03,10,2,4,3476.94
deadline,929,14,6.78,632,2.06,60,2,4,4284.96
dust tactics: revised core set,802,14,7.37,445,2.53,45,2,4,3279.65
asteroyds,399,10,6.36,1154,2.15,30,2,6,7339.4400000000005
the burning blue,379,12,7.67,339,4.05,300,2,2,2600.13
rome & roll,497,14,7.14,447,3.17,90,1,4,3191.58
gods love dinosaurs,0,10,7.43,358,2.4,45,2,5,2659.94
gaïa,931,8,6.26,1440,1.98,30,2,5,9014.4
the king's abbey,63,12,6.95,590,3.21,180,1,5,4100.5
18oe: on the rails of the orient express,538,14,8.13,267,4.54,720,2,8,2170.71
hanafuda,207,8,6.72,726,1.71,60,2,7,4878.72
catacombs & castles,95,14,6.86,579,2.18,60,2,8,3971.94
kick-ass: the board game,405,18,7.33,431,2.86,90,1,4,3159.23
nosferatu,887,10,6.6,821,1.39,20,5,8,5418.599999999999
magna grecia,62,12,6.56,809,2.95,90,2,4,5307.04
batavia,770,10,6.4,1138,2.41,60,3,5,7283.200000000001
bison: thunder on the prairie,37,10,6.32,1292,2.73,90,2,4,8165.4400000000005
royal visit,848,12,6.35,1198,1.67,30,2,2,7607.299999999999
nippon rails,178,10,6.88,593,2.62,240,2,4,4079.84
guderian's blitzkrieg ii,860,12,8.14,281,4.4,4500,1,6,2287.34
dracula,848,12,6.22,1667,1.92,30,2,2,10368.74
illuminati: new world order,687,12,6.38,1253,2.88,120,2,6,7994.139999999999
funkoverse strategy game: dc comics 100,25,10,7.07,504,2.25,60,2,4,3563.28
x nimmt!,77,8,6.81,591,1.3,25,2,4,4024.7099999999996
talisman (third edition),385,9,6.34,1591,2.09,120,2,8,10086.94
valley of the mammoths,148,12,6.41,1130,2.52,180,3,6,7243.3
1841: railways in northern italy,62,14,7.99,266,4.38,300,2,8,2125.34
north wind,101,10,6.46,981,1.94,60,2,4,6337.26
case blue,7,12,8.26,289,4.58,22500,2,2,2387.14
lines of action,138,10,7.15,452,2.71,20,2,2,3231.8
wooly wars,35,7,6.1,2643,1.66,30,2,4,16122.3
scorpius freighter,771,14,7.1,463,2.36,75,2,4,3287.2999999999997
pix,34,8,6.66,706,1.42,30,4,9,4701.96
bastogne: screaming eagles under siege 18-27 dec' 44,72,0,7.41,372,2.63,300,2,2,2756.52
black stories,626,12,6.04,4079,1.29,20,2,15,24637.16
trieste,861,13,6.62,724,2.19,25,3,3,4792.88
starfighter,401,13,6.78,627,2.82,30,2,2,4251.06
graenaland,938,12,6.72,661,3.01,90,3,5,4441.92
maka bana,238,10,6.65,743,2.05,60,3,6,4940.95
urland,252,12,6.57,768,2.57,90,3,5,5045.76
tsukiji,863,8,7.33,412,1.82,30,2,4,3019.96
fortuna,520,10,6.5,874,2.41,60,2,4,5681.0
stonewall jackson's way ii: battles of bull run,293,0,8.57,218,3.74,720,0,2,1868.26
the agents,82,8,6.28,1460,2.37,40,2,5,9168.800000000001
la bataille des quatre bras,115,12,7.98,310,4.0,480,1,2,2473.8
pirate fluxx,121,8,6.17,2472,1.42,40,2,6,15252.24
ascension: gift of the elements,185,13,7.65,337,2.33,60,1,4,2578.05
monty python fluxx,886,13,6.06,4837,1.35,40,2,6,29312.219999999998
rock the beat,841,8,6.32,1249,1.06,30,4,12,7893.68
kingdom of heaven: the crusader states 1097-1291,422,12,7.67,320,3.32,180,2,2,2454.4
cartagena 2. the pirate's nest,143,8,6.48,902,1.56,45,2,5,5844.96
war room,388,14,8.44,292,3.61,360,2,6,2464.48
on the origin of species,82,9,7.22,490,2.39,80,2,4,3537.7999999999997
ark,257,8,6.26,1370,2.21,45,3,5,8576.199999999999
roll for it!,124,8,6.12,2626,1.04,30,2,4,16071.12
zombie in my pocket,798,11,6.3,1659,1.3,5,1,1,10451.699999999999
last friday,932,14,6.45,1148,2.29,120,2,6,7404.6
corporate america,572,13,7.26,457,2.17,120,3,6,3317.8199999999997
bomb squad,445,10,6.49,852,2.25,30,2,6,5529.4800000000005
clubs,366,8,6.54,826,1.43,30,2,6,5402.04
"a victory denied: crisis at smolensk, july-september, 1941",627,0,7.37,388,2.57,240,2,2,2859.56
sentinel tactics: the flame of freedom,139,13,6.65,748,2.5,60,2,8,4974.2
warmaster,793,12,7.19,450,2.91,120,2,99,3235.5
tranquility,659,8,7.41,409,1.46,20,1,5,3030.69
aeroplanes: aviation ascendant,598,14,6.6,745,2.94,120,3,5,4917.0
truffle shuffle,87,14,7.2,429,1.4,30,2,4,3088.8
triumph of chaos,220,12,7.57,338,4.35,360,2,2,2558.6600000000003
electronic catch phrase,253,8,6.55,841,1.06,20,4,99,5508.55
sheepland,124,8,6.56,869,1.79,30,2,4,5700.639999999999
article 27: the un security council game,938,10,6.49,878,2.12,30,3,6,5698.22
empires of the void,42,12,6.72,672,2.92,120,2,4,4515.84
canasta,215,12,6.39,1166,2.14,45,2,6,7450.74
age of mythology: the boardgame,948,10,6.12,3167,2.93,120,2,4,19382.04
battle for souls,811,14,6.91,635,2.36,60,1,4,4387.85
kulami,738,10,7.15,455,1.67,30,2,2,3253.25
cabo (second edition),46,8,7.23,414,1.18,45,2,4,2993.2200000000003
igel ärgern,444,8,6.41,1012,1.38,30,2,6,6486.92
tahuantinsuyu,587,12,7.19,399,3.27,180,3,4,2868.81
tyros,446,10,6.47,890,2.47,90,3,4,5758.3
okko: era of the asagiri,297,12,6.71,757,2.23,40,2,2,5079.47
flotilla,989,14,7.32,384,3.85,150,3,5,2810.88
versailles 1919,222,13,7.69,303,2.59,120,1,4,2330.07
attribute,704,8,6.38,1078,1.18,30,3,8,6877.64
granada,813,8,6.98,481,2.22,60,2,6,3357.38
uruk: wiege der zivilisation,463,12,6.7,633,2.5,60,2,4,4241.1
exploding kittens,479,7,6.04,21552,1.07,15,2,5,130174.08
tribes: dawn of humanity,810,10,6.91,562,2.08,45,2,4,3883.42
dungeoneer: tomb of the lich lord,356,12,6.11,2586,2.19,60,2,4,15800.460000000001
escape from 100 million b.c.,217,13,6.9,556,2.75,90,1,6,3836.4
roads to gettysburg,13,12,7.74,301,3.44,180,2,2,2329.7400000000002
necromunda: underhive,312,12,7.87,326,3.85,60,2,4,2565.62
black vienna,446,10,7.02,458,2.62,60,3,6,3215.16
amazonas,916,10,6.33,1229,2.14,50,3,4,7779.57
ristorante italia,466,10,6.83,614,2.39,90,2,5,4193.62
jetpack joyride,425,8,6.76,642,1.13,20,1,4,4339.92
break the code,404,10,7.28,395,1.8,15,2,4,2875.6
expancity,693,10,6.99,601,2.0,90,2,4,4200.99
under the lily banners,379,12,7.68,306,3.6,300,2,2,2350.08
"warhammer 40,000 (fourth edition)",314,10,6.48,1111,3.51,60,2,6,7199.280000000001
stellar conflict,428,10,6.49,844,1.32,10,2,4,5477.56
elk fest,498,8,6.16,1806,1.05,15,2,2,11124.960000000001
arraial,629,8,6.66,698,1.5,30,1,4,4648.68
infinite city,230,10,6.2,1744,1.89,45,2,6,10812.800000000001
the ruhr: a story of coal trade,91,12,6.96,486,3.57,120,2,4,3382.56
boomerang: australia,87,8,7.08,438,1.58,30,2,4,3101.04
a game of thrones collectible card game,168,0,6.86,610,2.9,30,2,5,4184.6
raids,4,10,6.8,682,2.3,40,2,4,4637.599999999999
mystery of the temples,507,10,6.71,760,2.44,40,2,4,5099.6
friese's landlord,321,12,6.5,880,1.77,40,2,6,5720.0
"soviet dawn: the russian civil war, 1918-1921",329,13,7.06,459,1.63,60,1,1,3240.54
divine right,477,12,7.12,551,3.18,360,2,6,3923.12
detective stories: case 1 - the fire in adlerstein,200,13,7.85,286,2.44,120,1,5,2245.1
scopa,853,8,6.55,821,1.51,30,2,6,5377.55
axis & allies miniatures,443,10,6.51,1087,2.29,60,2,2,7076.37
pluckin' pairs,192,12,6.73,610,1.09,50,3,8,4105.3
cosmic encounter duel,964,14,7.24,413,2.55,30,2,2,2990.12
the stars are right,141,12,6.31,1324,2.45,55,2,4,8354.439999999999
tuki,434,8,6.93,528,1.11,45,2,4,3659.04
arena: for the gods!,594,8,6.51,848,1.82,40,2,6,5520.48
hive mind,371,8,7.11,459,1.14,90,3,12,3263.4900000000002
terminator genisys: rise of the resistance,187,14,8.3,281,2.45,120,1,4,2332.3
hart an der grenze,704,10,6.45,940,1.42,40,3,6,6063.0
tin goose,625,14,6.96,482,3.0,150,3,5,3354.72
big points,305,8,6.46,874,1.35,20,2,5,5646.04
fealty,702,14,6.68,646,2.44,30,2,4,4315.28
endangered,378,10,7.66,325,2.5,90,1,5,2489.5
rolling ranch,231,14,6.81,588,1.18,20,2,20,4004.2799999999997
gloria picktoria,466,10,6.35,1048,1.48,45,2,5,6654.799999999999
piraten kapern,302,8,6.34,1233,1.08,30,2,5,7817.22
the lord of the rings: the two towers deck-building game,198,15,6.86,583,2.19,45,2,5,3999.38
barbarossa,144,18,6.84,594,2.6,60,2,5,4062.96
boomerang,87,10,7.06,436,1.67,45,2,4,3078.16
successors (first/second edition),905,12,7.02,484,3.19,180,2,4,3397.68
direwild,174,13,7.61,365,2.8,90,2,4,2777.65
province,332,13,6.3,1243,1.82,25,2,2,7830.9
demon worker,397,10,7.08,432,2.46,45,3,4,3058.56
mechanica,690,12,7.0,559,2.32,75,1,4,3913.0
elements,182,8,6.83,541,1.4,20,2,2,3695.03
smash up: that '70s expansion,225,14,7.58,327,2.67,45,2,2,2478.66
journal 29: interactive book game,362,14,7.09,451,2.5,120,1,0,3197.59
exoplanets,931,12,6.6,757,2.37,60,2,4,4996.2
biosphere,411,12,7.41,343,3.38,90,2,6,2541.63
lagoon: land of druids,937,14,6.3,1303,2.73,60,1,4,8208.9
origami,361,8,6.76,614,1.83,30,2,4,4150.639999999999
fleet wharfside,46,13,6.91,494,1.71,30,2,4,3413.54
lascaux,770,8,6.35,1069,1.58,25,3,5,6788.15
bugs in the kitchen,109,6,6.17,1777,1.05,20,2,4,10964.09
reworld,214,12,6.84,617,2.56,90,2,4,4220.28
"dak2: the campaign in north africa, 1940-1942",267,14,8.29,273,4.38,360,1,2,2263.1699999999996
yggdrasil chronicles,550,14,7.43,368,3.0,90,1,5,2734.24
"celles: the ardennes, december 23-27, 1944",212,13,7.85,277,2.3,180,2,2,2174.45
café,514,8,7.84,283,1.88,45,1,4,2218.72
wildlife adventure,204,10,6.8,572,1.88,60,2,6,3889.6
versailles,294,12,6.52,799,2.75,90,2,5,5209.48
men of iron,13,12,6.86,545,2.72,180,2,2,3738.7000000000003
lost valley: the yukon goldrush 1896,141,10,6.77,584,2.88,45,2,6,3953.68
hats,46,14,6.95,497,2.23,30,2,4,3454.15
vampire empire,82,10,6.73,616,2.18,30,2,2,4145.68
unicornus knights,104,12,7.07,464,3.33,90,2,6,3280.48
mhing,305,10,6.68,670,2.11,60,2,6,4475.599999999999
alhambra: the card game,747,10,6.42,938,1.72,45,2,6,6021.96
grant takes command,752,12,7.96,260,3.71,120,2,2,2069.6
de vulgari eloquentia: deluxe edition,26,14,7.99,266,3.71,120,2,5,2125.34
iquazú,935,10,6.84,545,1.73,50,2,4,3727.7999999999997
stonewall in the valley,701,12,7.72,307,3.41,840,2,2,2370.04
exploding kittens: party pack,479,7,7.27,474,1.0,15,2,10,3445.98
marvel villainous: infinite power,930,12,7.14,513,2.55,80,2,4,3662.8199999999997
1776: the game of the american revolutionary war,752,12,6.5,964,3.12,120,2,2,6266.0
antidote,262,13,6.36,1179,1.63,30,2,7,7498.4400000000005
mini mölkky,336,6,7.56,308,1.22,30,2,99,2328.48
munchkin booty,389,10,6.23,2007,1.95,90,3,6,12503.61
unspeakable words,489,10,6.23,1479,1.32,30,2,6,9214.17
horizons,469,14,6.85,565,2.63,75,2,5,3870.25
too many cooks,215,10,6.34,1071,1.4,30,2,5,6790.139999999999
i go!,747,8,6.4,995,1.48,30,2,4,6368.0
maskmen,21,9,6.63,691,1.57,20,2,6,4581.33
siam,45,8,6.71,612,2.19,15,2,2,4106.5199999999995
"fort sumter: the secession crisis, 1860-61",128,10,6.64,682,1.83,40,2,2,4528.48
candamir: the first settlers,638,12,6.17,1821,2.24,60,2,4,11235.57
dungeoneer: vault of the fiends,356,12,6.3,1274,2.23,30,2,4,8026.2
run fight or die: reloaded,170,10,7.25,385,1.89,40,1,4,2791.25
at-43 initiation set: operation damocles,578,12,6.97,539,2.83,60,2,2,3756.83
rage,182,8,6.19,1677,1.47,45,2,10,10380.630000000001
exit: the game - the stormy flight,48,12,6.97,480,1.86,120,1,4,3345.6
hex,652,8,6.7,700,2.78,20,2,2,4690.0
assault on hoth: the empire strikes back,616,12,6.97,501,2.21,90,2,2,3491.97
henchmania,70,12,6.91,562,2.0,60,2,5,3883.42
pocket battles: elves vs. orcs,107,8,6.54,814,2.06,20,2,2,5323.56
shadows of kilforth: a fantasy quest game,941,13,8.13,274,3.29,180,1,4,2227.6200000000003
cosmic run,808,8,7.14,414,1.5,30,1,4,2955.96
caribbean,150,8,6.21,1493,1.75,30,2,4,9271.53
haleakala,412,12,6.67,639,2.41,40,2,2,4262.13
ugo!,182,10,6.6,681,1.63,40,2,4,4494.599999999999
terrible swift sword: battle of gettysburg game,10,12,7.44,368,4.15,4200,2,6,2737.92
sultaniya,907,8,6.55,761,2.0,45,2,4,4984.55
temporum,656,13,6.38,1002,2.14,35,2,5,6392.76
biblios dice,5,8,6.83,524,1.68,30,2,5,3578.92
century: golem edition - an endless world,871,8,7.92,256,1.9,45,2,4,2027.52
super fantasy: ugly snouts assault,571,8,6.83,549,2.42,90,1,6,3749.67
warcraft: the board game,297,12,6.12,2579,2.76,120,2,4,15783.48
reiner knizia's decathlon,347,10,6.3,1178,1.2,45,1,4,7421.4
"stalingrad '42: southern russia, june-december, 1942",157,12,8.57,226,3.64,480,1,4,1936.8200000000002
the extraordinary adventures of baron munchausen,572,10,7.28,365,1.48,45,3,20,2657.2000000000003
allegiance: a realm divided,699,10,8.04,302,2.95,60,2,4,2428.08
empires of the middle ages,47,14,7.16,423,3.58,360,1,6,3028.68
california,813,8,6.23,1374,1.8,60,2,5,8560.02
die kutschfahrt zur teufelsburg,704,12,6.58,722,2.07,30,3,10,4750.76
martian rails,178,12,7.23,387,3.18,180,2,6,2798.01
twilight imperium: second edition,297,12,6.91,525,3.51,240,2,6,3627.75
town builder: coevorden,69,12,7.16,409,2.0,60,1,4,2928.44
crimson company,832,0,7.41,412,2.26,45,1,4,3052.92
kariba,182,6,6.86,527,1.05,15,2,4,3615.2200000000003
cthulhu fluxx,886,8,6.1,2927,1.49,30,2,6,17854.7
quiddler,186,8,6.07,3117,1.43,30,1,8,18920.190000000002
honga,190,8,7.02,452,1.86,45,2,5,3173.04
brikks,195,8,6.43,876,1.65,30,1,4,5632.679999999999
half truth,600,12,7.26,389,1.25,45,2,6,2824.14
dungeons & dragons starter set,71,12,7.61,332,2.65,60,2,6,2526.52
5211,46,8,6.46,856,1.17,30,2,5,5529.76
florenza: the card game,46,14,6.84,517,2.52,60,2,4,3536.2799999999997
time stories revolution: the hadal project,93,12,7.25,380,2.83,180,1,4,2755.0
orient express,241,12,6.68,669,2.25,60,1,6,4468.92
master thieves,32,10,6.54,737,2.34,60,2,8,4819.9800000000005
martians: a story of civilization,946,14,6.52,851,3.72,120,1,4,5548.5199999999995
junk orbit,982,10,7.02,463,1.56,40,2,5,3250.2599999999998
australian rails,178,10,6.95,513,2.65,240,2,6,3565.35
unlock!: escape adventures - fifth avenue,93,10,6.81,517,1.55,30,1,6,3520.77
igloo pop,150,7,6.25,1210,1.09,20,2,6,7562.5
secrets of the lost tomb,245,13,7.34,488,3.26,120,1,6,3581.92
specter ops: broken covenant,719,14,7.68,276,2.67,90,2,5,2119.68
pow wow,346,9,6.62,659,1.15,30,3,8,4362.58
nicht die bohne!,238,10,6.34,1019,1.36,45,3,6,6460.46
midway,586,12,6.6,831,2.44,120,2,2,5484.599999999999
brawl,431,10,6.35,1151,1.37,15,2,7,7308.849999999999
rory's story cubes: actions,464,6,6.41,937,1.19,20,1,12,6006.17
kaigan,54,12,6.95,446,2.94,90,3,4,3099.7000000000003
anno 1503,309,10,6.27,1284,2.35,90,2,4,8050.679999999999
vs system 2pcg: the marvel battles,269,12,6.98,554,2.38,30,2,2,3866.92
target for today,81,12,8.02,325,3.43,90,1,1,2606.5
huns,209,14,6.89,564,2.19,45,2,4,3885.96
sumeria,54,10,6.57,730,2.26,60,3,4,4796.1
10' to kill,176,12,6.28,1199,1.67,15,2,4,7529.72
mijnlieff,792,6,7.18,438,1.71,10,2,2,3144.8399999999997
bubblee pop,232,8,6.39,1014,1.5,20,1,2,6479.46
grog island,695,10,6.59,694,2.2,75,2,4,4573.46
flowerpower,117,8,6.56,701,1.48,30,1,2,4598.5599999999995
brook city,543,13,7.5,345,3.06,120,1,4,2587.5
christmas tree,622,10,7.22,381,2.2,45,2,4,2750.8199999999997
"silver bayonet: the first team in vietnam, 1965 (25th anniversary edition)",169,12,8.13,256,3.94,960,1,2,2081.28
"freedom in the galaxy: the star rebellions, 5764 ad",828,12,6.71,656,3.94,120,2,2,4401.76
cvlizations,215,10,6.36,968,1.88,60,2,5,6156.4800000000005
detective: a modern crime board game - season one,284,12,7.26,377,2.08,120,1,5,2737.02
king's breakfast,257,7,6.17,1507,1.18,15,3,5,9298.19
via magica,39,7,6.91,500,1.35,30,2,6,3455.0
shifty eyed spies,158,9,6.86,540,1.21,20,4,8,3704.4
b-sieged: sons of the abyss,339,13,6.59,896,2.8,90,1,6,5904.639999999999
snowblind: race for the pole,467,10,6.84,556,1.95,60,1,4,3803.04
penny arcade: the game - gamers vs. evil,80,15,6.49,893,2.24,45,2,4,5795.570000000001
okey dokey,809,6,6.52,734,1.19,32,1,5,4785.679999999999
icaion,569,14,7.88,310,3.24,120,2,5,2442.8
imperium: empires in conflict - worlds in the balance,477,12,6.87,541,2.68,180,2,2,3716.67
old west empresario,852,14,7.27,354,2.0,60,2,4,2573.58
ninety-nine,82,8,7.21,365,2.13,60,2,4,2631.65
race to the new found land,614,10,6.88,498,2.76,90,2,4,3426.24
lock 'n load: forgotten heroes - vietnam,925,12,7.41,351,3.11,60,2,2,2600.91
dungeon run,241,9,6.24,1501,2.2,60,1,6,9366.24
day & night,499,10,6.62,686,2.45,45,2,2,4541.32
dead man's doubloons,225,10,6.74,666,2.58,45,2,6,4488.84
carthago: merchants & guilds,796,12,6.9,497,2.96,90,2,4,3429.3
smile,8,8,6.65,640,1.14,30,3,5,4256.0
yinzi,127,12,7.58,298,4.2,180,2,4,2258.84
abandon ship,722,10,6.33,1026,1.23,30,3,7,6494.58
proving grounds,875,10,6.85,509,2.15,45,1,1,3486.6499999999996
samarkand,695,9,6.48,763,1.95,40,2,5,4944.240000000001
jäger und späher,505,12,6.86,509,2.65,60,2,2,3491.7400000000002
nuclear proliferation,650,10,6.55,760,1.48,30,2,6,4978.0
road kill rally,148,12,6.4,950,2.05,90,3,6,6080.0
totaler krieg!,65,12,7.43,333,4.04,360,2,3,2474.19
porto,659,8,7.31,358,1.94,45,1,4,2616.98
pangea,890,14,7.19,413,3.07,90,1,4,2969.4700000000003
fool's gold,845,14,6.94,464,2.15,90,3,5,3220.1600000000003
cardcassonne,747,8,6.27,1188,1.76,45,2,5,7448.759999999999
